id,EAP,HPL,MWS
id02310,0.896897183485,0.0511958519684,0.0519069645462
id24541,0.566713314496,0.269820695835,0.163465989669
id00134,0.783003550285,0.154768978639,0.0622274710761
id27757,0.0641379780163,0.0396712546098,0.896190767374
id04081,0.505463465127,0.368683326756,0.125853208117
id27337,0.261234936346,0.0286976677801,0.710067395874
id24265,0.751560162695,0.143094371399,0.105345465906
id25917,0.710967310047,0.137440748911,0.151591941042
id04951,0.755200912441,0.0763004077732,0.168498679786
id14549,0.30130157899,0.149225091614,0.549473329397
id22505,0.241257994817,0.0720482006527,0.686693804531
id24002,0.528464993063,0.116763311306,0.354771695631
id18982,0.0601175707545,0.874783791204,0.0650986380419
id15181,0.19621088206,0.721169901573,0.0826192163675
id21888,0.751925509063,0.061223586785,0.186850904152
id12035,0.0572650748671,0.113031976747,0.829702948386
id17991,0.732474333474,0.0588349748599,0.208690691666
id10707,0.124661227538,0.0241213800764,0.851217392386
id07101,0.79453963272,0.0970534636746,0.108406903606
id00345,0.222838573315,0.616179993992,0.160981432693
id05912,0.762659770687,0.133489019354,0.103851209959
id13443,0.481724931505,0.401238675068,0.117036393427
id09248,0.497401561852,0.292603316016,0.209995122131
id17542,0.768840715278,0.0789633584951,0.152195926227
id06995,0.530284815506,0.319315644537,0.150399539957
id25159,0.30963015601,0.4049576967,0.28541214729
id25729,0.94040615708,0.0293634547299,0.0302303881901
id26949,0.763753301543,0.0897559788313,0.146490719626
id27191,0.270761112263,0.502629074637,0.2266098131
id07668,0.0849417081149,0.812489096749,0.102569195136
id02230,0.755371565253,0.063667107441,0.180961327306
id15553,0.4134100885,0.242496922512,0.344092988988
id25688,0.292431998194,0.161388200885,0.54617980092
id17545,0.245879515719,0.421848149207,0.332272335074
id13929,0.262154345187,0.615976701657,0.121868953156
id12880,0.231149926393,0.537259437961,0.231590635646
id19282,0.0604559217537,0.918186447081,0.0213576311651
id14690,0.0986208442257,0.0586402412751,0.842738914499
id17975,0.338306489621,0.480647944404,0.181045565976
id08037,0.923978620689,0.0368954248156,0.0391259544955
id15412,0.392647595392,0.409586798329,0.197765606279
id25032,0.271528837616,0.633704632607,0.0947665297767
id27165,0.087783222409,0.880253579272,0.0319631983187
id03327,0.115694568767,0.116495136093,0.76781029514
id18515,0.829023648349,0.0714654247045,0.0995109269466
id21003,0.756618993626,0.107042029934,0.13633897644
id23855,0.256078242253,0.100638184707,0.64328357304
id20724,0.148850327993,0.363409278125,0.487740393883
id13303,0.26321681263,0.608572986733,0.128210200637
id16521,0.811941739522,0.100837039974,0.0872212205041
id20775,0.8520379362,0.0576804105366,0.090281653263
id13029,0.715788751064,0.127021472647,0.157189776289
id14660,0.24855182654,0.216511664652,0.534936508807
id11028,0.393720599639,0.107459021864,0.498820378497
id14180,0.205532254342,0.274820147758,0.5196475979
id25860,0.441268314378,0.355622802834,0.203108882788
id11910,0.284361999397,0.622352374015,0.093285626588
id08065,0.792468469483,0.0392868685775,0.168244661939
id22674,0.330707804179,0.178516537269,0.490775658553
id25018,0.390089031729,0.195770819361,0.41414014891
id10892,0.171347615651,0.297422755576,0.531229628773
id10217,0.234391438071,0.587556892726,0.178051669203
id12996,0.683786422692,0.138747365009,0.177466212299
id18262,0.106040082663,0.879787788966,0.0141721283717
id08606,0.172169872601,0.118157259991,0.709672867408
id17233,0.794043450371,0.092747743273,0.113208806356
id00101,0.0723524410819,0.0151454710537,0.912502087864
id12225,0.529196584875,0.423745549184,0.0470578659412
id01364,0.819377019434,0.121657159241,0.0589658213255
id24973,0.866411372731,0.0446363655872,0.088952261682
id25363,0.320426108736,0.555799992946,0.123773898319
id10061,0.750984322688,0.13019750662,0.118818170692
id17673,0.720922733402,0.145279312596,0.133797954002
id13249,0.503132176034,0.162264292673,0.334603531294
id10107,0.133016634273,0.0890986821192,0.777884683608
id04403,0.690335064897,0.116997734979,0.192667200124
id25728,0.533084312532,0.230651478614,0.236264208854
id16184,0.416808425481,0.177546674123,0.405644900396
id03438,0.361925234153,0.114297795598,0.523776970248
id22923,0.567259557707,0.227315085076,0.205425357217
id08610,0.503914685693,0.0581762372883,0.437909077019
id25355,0.50118330081,0.353783777667,0.145032921523
id16916,0.0644053625485,0.896858450804,0.0387361866472
id12793,0.565594278907,0.213461648068,0.220944073025
id11859,0.85092195694,0.0421096590715,0.106968383989
id02434,0.10293477078,0.780379261585,0.116685967635
id27703,0.19451521587,0.051216873269,0.754267910861
id25212,0.0647875887512,0.0876959121934,0.847516499055
id11308,0.687301596273,0.204488283066,0.108210120661
id26094,0.156982464273,0.0930714147628,0.749946120964
id22080,0.0616860969928,0.0316020019035,0.906711901104
id03545,0.779058447538,0.123804642187,0.0971369102748
id23725,0.772092468818,0.140500524331,0.0874070068512
id12009,0.815233045488,0.110066921787,0.0747000327256
id24241,0.0387145890062,0.0100067752827,0.951278635711
id03596,0.0978956494117,0.0248726455568,0.877231705032
id10749,0.188341741618,0.073890987101,0.737767271281
id22794,0.817518345982,0.137397106777,0.0450845472404
id15482,0.545779660225,0.168256876918,0.285963462857
id04833,0.158301122818,0.661796711948,0.179902165234
id00397,0.405432302358,0.192005115988,0.402562581654
id14691,0.848212258595,0.0761706668086,0.0756170745962
id05193,0.121203897423,0.718503821968,0.160292280609
id19541,0.305344902478,0.0382609425403,0.656394154982
id22166,0.186399746384,0.632816430292,0.180783823324
id20744,0.289571602379,0.432176512759,0.278251884862
